max_depth,learning_rate,subsample,colsample_bytree,best_iteration,val_auc,val_log_loss,val_accuracy,val_brier
8,0.05,1.0,1.0,113,0.8101611690307825,0.5238444288820666,0.7201748643112078,0.17733637988567352
8,0.1,0.6,0.7,62,0.8106470775568535,0.5235199549759838,0.7209351439251547,0.17712904512882233
8,0.1,0.6,0.85,62,0.8101667426407029,0.5239578970503165,0.7202382209457033,0.1773688793182373
8,0.1,0.6,1.0,55,0.8102006900999735,0.5238620366167295,0.7206817173871723,0.17729030549526215
8,0.1,0.7,0.7,56,0.8105757990431732,0.5236272929494545,0.7209985005596503,0.17711563408374786
8,0.1,0.7,0.85,62,0.8108403073335612,0.523091364636737,0.7214631158792845,0.1770271360874176
8,0.1,0.7,1.0,50,0.8107154470529359,0.5232354859875223,0.720195983189373,0.17706236243247986
8,0.1,0.85,0.7,61,0.8104907818664993,0.5235066815847046,0.7212730459757978,0.1771615892648697
8,0.1,0.85,0.85,52,0.8103804497246647,0.5238226365765203,0.7209562628033199,0.17725975811481476
8,0.1,0.85,1.0,58,0.8099111986918787,0.5242756225755464,0.7202804587020337,0.1774829626083374
8,0.1,1.0,0.7,72,0.810690444309842,0.5235323847213124,0.7222022766150662,0.17717258632183075
8,0.1,1.0,0.85,54,0.8100937924008716,0.5239656428784046,0.7203438153365294,0.17734567821025848
8,0.1,1.0,1.0,51,0.8101405472093145,0.5239180624911193,0.7203226964583641,0.1773177683353424
